Car_ID,Brand,Model,Model_Ye,Kilometer,Fuel_Type,Transmiss,Owner_Ty,Engine_CC,Max_Pow,Mileage_k,Seats,Condition_Score,Accidents,Price_USD
ID_03962,DS,DS4,2019,27872,Electric,Automatic,First,2000,172,17.5,5,3,0,2983
ID_03963,Kia,Forte,2010,108582,Petrol,Manual,First,1200,120,12.5,5,10,0,2000
ID_03964,Geely,Coolray,2021,26097,Petrol,Automatic,Third,2000,133,18.7,5,10,0,14368
ID_03965,Volvo,XC60,2011,58157,Diesel,Manual,Fourth & Above,2500,220,15.0,5,1,0,2000
ID_03966,BAIC,X35,2016,48612,Electric,Manual,Second,2000,150,15.9,5,2,0,2000
ID_03967,Acura,MDX,2011,92033,Hybrid,Automatic,First,3000,207,12.6,5,5,0,3958
ID_03968,DS,DS3,2023,135821,Electric,Automatic,First,1000,98,12.4,5,10,0,8137
ID_03969,Foton,Tunland,2013,31783,Petrol,Manual,Second,2000,174,12.2,5,1,0,2000
ID_03970,BYD,Yuan Plus,2022,88621,Diesel,Automatic,Second,1000,82,11.8,5,8,0,9689
ID_03971,Honda,Odyssey,2020,96040,Petrol,Automatic,First,2000,177,18.9,5,8,0,7901
ID_03972,Brilliance,V5,2017,196622,Diesel,Automatic,First,1000,113,11.5,5,4,0,2000
ID_03973,Rivian,R1T,2024,66221,Hybrid,Automatic,Third,1600,121,12.0,5,4,0,5093
ID_03974,Ram,1500,2016,43041,Electric,Manual,Third,1000,117,17.6,5,8,0,3493
ID_03975,JAC,T8,2011,52633,Petrol,Manual,Third,1200,125,14.5,5,4,1,2000
ID_03976,Dodge,Durango,2023,157305,Diesel,Manual,Third,1000,71,13.5,5,9,0,4852
ID_03977,Haval,Jolion,2021,134835,Petrol,Manual,Second,2000,162,17.4,5,8,0,6208
ID_03978,Volkswagen,Virtus,2020,22403,Diesel,Automatic,First,1000,103,16.8,5,10,0,15165
ID_03979,Cadillac,XT6,2014,49972,Hybrid,Manual,Third,1600,130,16.6,5,8,0,8442
ID_03980,Ora,Good Cat,2010,217280,Hybrid,Automatic,Second,1000,113,20.1,5,10,0,2000
ID_03981,BAIC,X35,2017,94548,Petrol,Manual,First,2000,145,18.6,5,4,0,2000
ID_03982,Peugeot,5008,2024,124810,Diesel,Automatic,Second,2000,137,14.3,5,2,0,3003
ID_03983,Skoda,Octavia,2013,164798,Electric,Automatic,First,1000,73,14.4,5,2,0,2000
ID_03984,Volvo,XC40,2018,155987,Electric,Manual,First,1200,102,12.1,5,10,0,20221
ID_03985,Geely,Emgrand,2021,156541,Electric,Automatic,First,1000,115,20.1,5,7,0,2995
ID_03986,Lucid,Air,2015,216428,Electric,Manual,Second,1000,76,10.0,5,6,0,2000
ID_03987,Opel,Astra,2013,202688,Diesel,Manual,First,2000,190,13.4,5,7,1,2000
ID_03988,Porsche,Macan,2012,207936,Diesel,Automatic,Fourth & Above,3000,226,17.1,7,9,1,2000
ID_03989,MG,RX5,2010,182702,Hybrid,Automatic,First,1200,86,15.2,5,1,1,2000
ID_03990,Dongfeng,S30,2015,142313,Diesel,Manual,First,2000,156,19.6,5,6,0,2000
ID_03991,Kia,Picanto,2023,110394,Petrol,Manual,First,2000,142,16.0,5,3,0,4714
ID_03992,Skoda,Kodiaq,2022,92267,Electric,Manual,Third,2000,160,12.3,5,1,0,2000
ID_03993,Subaru,Outback,2024,125785,Petrol,Manual,First,1600,118,19.7,5,7,1,9233
ID_03994,Jeep,Gladiator,2023,176061,Diesel,Manual,First,3000,238,16.7,2,5,0,19338
ID_03995,Opel,Grandland,2015,64134,Electric,Manual,Fourth & Above,1600,125,20.1,5,9,0,2933
ID_03996,BYD,Han,2017,47581,Hybrid,Manual,First,1200,83,14.0,5,5,1,2000
ID_03997,BAIC,BJ40,2012,27347,Electric,Automatic,First,1000,69,11.0,5,4,1,2000
ID_03998,Dongfeng,AX7,2019,146460,Electric,Automatic,First,2000,171,21.5,5,5,0,2898
ID_03999,Saturn,Ion,2012,186740,Hybrid,Automatic,First,2000,155,16.3,5,1,0,2000
ID_04000,Chevrolet,Silverado,2021,201905,Petrol,Automatic,First,2000,187,18.8,5,10,0,2000
ID_04001,NIO,ET5,2011,207646,Electric,Manual,First,1200,124,13.3,5,8,0,2000
ID_04002,Dongfeng,S30,2015,109186,Diesel,Automatic,First,1000,61,21.1,5,2,1,2000
ID_04003,Skoda,Superb,2014,52992,Diesel,Automatic,First,2000,172,19.0,5,7,0,2000
ID_04004,Nissan,Versa,2017,49681,Hybrid,Manual,Second,1600,130,15.0,5,10,0,7207
ID_04005,BAIC,X25,2023,217047,Electric,Manual,First,2000,168,14.1,5,10,0,9784
ID_04006,Mazda,CX-90,2023,57478,Hybrid,Automatic,First,2000,173,21.3,5,1,0,2000
ID_04007,NIO,ET5,2011,211155,Electric,Automatic,First,2000,142,19.1,5,2,0,2000
ID_04008,Lucid,Air,2024,123729,Diesel,Automatic,Second,2000,189,17.4,5,1,1,2000
ID_04009,Toyota,Land Cruiser,2015,85884,Diesel,Automatic,Second,1000,105,17.4,5,6,0,3064
ID_04010,Cadillac,XT5,2016,148759,Petrol,Manual,Second,1200,125,12.1,5,8,1,7747
ID_04011,Volvo,XC40,2012,76133,Electric,Automatic,First,2000,142,10.7,5,1,0,2000
ID_04012,Cupra,Born,2017,67953,Electric,Automatic,First,2000,188,12.7,5,5,1,2000
ID_04013,BYD,Dolphin,2021,144435,Diesel,Manual,First,1600,133,11.2,5,3,0,2291
ID_04014,Mercedes-Benz,Clase S,2012,125836,Hybrid,Automatic,First,2000,172,13.8,5,9,0,7948
ID_04015,Great Wall,Wingle 5,2010,174991,Hybrid,Automatic,First,1000,105,10.1,5,1,0,2000
ID_04016,Saturn,Vue,2019,95317,Petrol,Manual,First,2000,170,20.1,5,8,0,3650
ID_04017,Dodge,Charger,2010,25945,Hybrid,Automatic,First,1200,125,14.5,5,3,0,2000
ID_04018,DS,DS7,2018,43366,Petrol,Automatic,Second,1600,126,21.6,5,5,0,5425
ID_04019,Saturn,Vue,2021,82759,Petrol,Automatic,Third,1600,121,19.9,5,9,0,8491
ID_04020,Polestar,Polestar 2,2020,121211,Hybrid,Manual,First,1600,108,17.1,5,7,0,2000
ID_04021,BAIC,X25,2013,201759,Diesel,Manual,Second,1000,118,20.9,5,7,0,2000
ID_04022,Audi,A8,2011,45534,Petrol,Manual,Fourth & Above,1600,128,16.2,5,6,0,4198
ID_04023,Kia,Rio,2022,146482,Petrol,Automatic,Third,1600,115,19.7,5,2,0,2202
ID_04024,Geely,Coolray,2012,130379,Diesel,Automatic,First,2000,162,10.0,5,4,0,2000
ID_04025,Ora,Good Cat,2024,136445,Hybrid,Manual,Third,1000,108,13.3,5,7,0,12674
ID_04026,Jeep,Compass,2012,115811,Diesel,Automatic,Third,1200,82,10.9,5,7,0,2337
ID_04027,Renault,Arkana,2021,58846,Hybrid,Manual,First,2000,147,14.4,5,9,0,11601
ID_04028,Renault,Koleos,2018,147509,Diesel,Manual,First,2000,135,11.5,5,1,0,2000
ID_04029,FAW,Bestune T77,2024,35069,Diesel,Manual,First,1600,108,14.4,5,6,0,10629
ID_04030,Genesis,GV80,2011,116733,Petrol,Manual,First,2000,145,12.7,5,7,0,2000
ID_04031,Alfa Romeo,4C,2010,87616,Diesel,Manual,First,4000,278,21.9,5,10,0,5385
ID_04032,Vauxhall,Insignia,2023,56620,Hybrid,Manual,Third,2000,170,11.8,5,7,0,8487
ID_04033,Ford,Maverick,2011,116385,Petrol,Automatic,First,1000,103,17.2,5,2,0,2000
ID_04034,Volvo,XC60,2010,219254,Diesel,Automatic,Third,2500,182,15.8,5,10,0,2000
ID_04035,Volvo,XC90,2013,140539,Electric,Manual,First,1600,111,18.6,5,2,0,2000
ID_04036,Haval,H2,2023,126215,Electric,Manual,First,1200,128,20.8,5,10,0,10365
ID_04037,GMC,Terrain,2019,52946,Petrol,Manual,First,2000,190,19.6,5,6,0,7317
ID_04038,JAC,T6,2020,26717,Diesel,Manual,First,1200,110,21.5,5,9,0,11733
ID_04039,Dongfeng,S30,2021,154750,Diesel,Automatic,First,1600,123,13.5,5,10,1,3359
ID_04040,SsangYong,Rexton,2021,15170,Diesel,Automatic,First,1200,101,16.8,5,5,0,6205
ID_04041,SsangYong,Tivoli,2015,84882,Petrol,Manual,Second,2000,144,10.2,5,1,0,2000
ID_04042,Dodge,Durango,2017,175564,Petrol,Automatic,Second,2000,166,14.0,5,2,0,2000
ID_04043,Acura,ILX,2022,116058,Electric,Automatic,First,2500,206,14.1,5,1,0,2412
ID_04044,Porsche,Cayenne,2016,114601,Diesel,Manual,First,4000,313,18.1,2,2,0,3090
ID_04045,Mitsubishi,L200,2018,183165,Hybrid,Automatic,Second,1600,128,21.9,5,2,0,2000
ID_04046,Lucid,Air,2024,35339,Diesel,Manual,First,1600,135,14.0,5,3,1,4466
ID_04047,Hyundai,Creta,2024,160458,Petrol,Automatic,First,2000,149,19.9,5,5,0,5088
ID_04048,Zotye,T600,2022,133573,Electric,Automatic,First,2000,171,20.7,5,3,0,2465
ID_04049,GMC,Terrain,2014,14762,Electric,Manual,Third,1600,124,19.5,5,1,0,2000
ID_04050,Zotye,T600,2019,133625,Petrol,Automatic,Second,1200,85,21.1,5,10,0,7814
ID_04051,BYD,Yuan Plus,2019,123142,Electric,Manual,First,1600,162,17.2,5,9,0,6103
ID_04052,Lincoln,Corsair,2018,79030,Diesel,Manual,First,2500,192,10.5,5,8,0,18973
ID_04053,SsangYong,Rexton,2010,211116,Hybrid,Automatic,Fourth & Above,1000,106,13.2,5,2,1,2000
ID_04054,Haval,H9,2017,74759,Hybrid,Automatic,First,1000,79,16.6,5,2,0,2000
ID_04055,Ora,Black Cat,2022,106872,Petrol,Manual,First,1200,124,18.3,5,8,0,4513
ID_04056,Dongfeng,S30,2018,178275,Petrol,Manual,Second,2000,153,17.6,5,3,0,2000
ID_04057,Saturn,Vue,2020,198828,Hybrid,Automatic,Second,2000,130,20.5,5,2,1,2000
ID_04058,Haval,H6,2010,155640,Electric,Manual,Second,1000,84,18.0,5,7,0,2000
ID_04059,Dodge,Durango,2013,168858,Hybrid,Automatic,First,1000,111,10.9,5,1,0,2000
ID_04060,Nissan,March,2017,95989,Electric,Automatic,Second,1600,116,14.5,5,5,0,2000
ID_04061,Renault,Logan,2021,155635,Electric,Manual,First,1200,125,17.6,5,4,0,2000
ID_04062,BYD,Yuan Plus,2022,110283,Diesel,Manual,Third,2000,174,14.1,5,3,0,3946
ID_04063,Suzuki,Ciaz,2022,20735,Hybrid,Manual,First,1200,81,19.4,5,6,0,8101
ID_04064,Honda,Fit,2020,23102,Hybrid,Manual,First,1000,103,16.1,5,2,0,2000
ID_04065,NIO,ES6,2019,65916,Electric,Manual,Second,2000,189,12.5,5,5,0,3811
ID_04066,Ora,Good Cat,2018,12800,Petrol,Automatic,First,1600,142,15.8,5,8,0,6558
ID_04067,Toyota,Venza,2018,79171,Electric,Automatic,First,1600,108,14.3,5,7,0,5392
ID_04068,FAW,Bestune T77,2010,160487,Petrol,Manual,First,1200,100,18.3,5,8,0,2000
ID_04069,Vauxhall,Corsa,2020,77079,Petrol,Manual,First,1000,82,10.5,5,4,0,4147
ID_04070,Opel,Grandland,2024,29686,Diesel,Automatic,First,1200,89,13.1,5,10,1,13134
ID_04071,Suzuki,Jimny,2010,206884,Electric,Automatic,First,2000,186,11.3,5,8,0,2000
ID_04072,Chevrolet,Tracker,2013,3747,Hybrid,Manual,First,2000,186,20.6,5,7,1,3494
ID_04073,Ram,2500,2017,134642,Petrol,Manual,First,1000,92,15.2,5,4,0,2000
ID_04074,Great Wall,Wingle 5,2010,30911,Electric,Automatic,First,1600,141,18.9,5,9,0,3022
ID_04075,Ford,Explorer,2014,136599,Hybrid,Automatic,Second,1000,72,20.0,5,10,0,2000
ID_04076,Dodge,Journey,2015,197753,Petrol,Automatic,First,2000,153,21.4,5,5,0,2000
ID_04077,NIO,ET5,2019,71072,Electric,Manual,Second,2000,137,14.1,5,2,0,2000
ID_04078,Tesla,Model 3,2021,210548,Hybrid,Automatic,First,4000,273,20.5,5,2,1,3584
ID_04079,Vauxhall,Corsa,2016,84402,Hybrid,Automatic,First,1000,72,10.2,5,9,0,2000
ID_04080,Cadillac,XT4,2020,111900,Hybrid,Manual,Second,3000,208,12.2,7,2,0,4600
ID_04081,Lucid,Air,2016,115318,Hybrid,Automatic,Second,2000,174,16.1,5,8,0,3551
ID_04082,Lada,Niva,2011,35029,Electric,Automatic,First,1000,90,13.9,5,6,0,2000
ID_04083,Cupra,Tavascan,2017,184566,Electric,Manual,First,1200,118,19.1,5,5,0,2000
ID_04084,XPeng,P7,2012,42929,Petrol,Automatic,First,1000,113,14.1,5,10,0,2349
ID_04085,Nissan,GT-R,2013,111372,Diesel,Manual,First,1600,102,14.8,5,9,0,2000
ID_04086,Wuling,Almaz,2024,97131,Electric,Automatic,First,2000,171,10.9,5,5,1,4176
ID_04087,MG,HS,2010,47355,Diesel,Automatic,First,1600,141,20.0,5,4,0,2000
ID_04088,Hyundai,Sonata,2011,206381,Hybrid,Manual,First,1200,115,13.9,5,8,0,2000
ID_04089,Abarth,595,2023,169341,Petrol,Automatic,First,2000,172,17.8,5,2,1,2000
ID_04090,Brilliance,V5,2017,35932,Hybrid,Manual,First,1000,91,16.0,5,5,0,4698
ID_04091,Renault,Arkana,2011,30422,Hybrid,Automatic,Second,2000,149,15.5,5,10,0,3979
ID_04092,Great Wall,Wingle 5,2022,167243,Hybrid,Manual,First,1000,80,19.1,5,1,1,2000
ID_04093,Jeep,Wrangler,2012,147205,Electric,Automatic,First,3000,257,19.1,2,10,0,5278
ID_04094,Cadillac,CTS,2013,169724,Hybrid,Manual,First,2500,225,17.2,5,3,0,2000
ID_04095,Rivian,R1T,2018,117825,Electric,Automatic,First,1200,79,21.3,5,4,0,2000
ID_04096,Ram,ProMaster,2019,147344,Hybrid,Manual,First,1200,94,21.3,5,4,1,2000
ID_04097,Hummer,H2,2010,216653,Hybrid,Automatic,Second,1600,120,17.9,5,3,0,2000
ID_04098,JAC,SEI4,2018,11180,Electric,Manual,First,1200,116,15.3,5,6,0,5969
ID_04099,Mazda,Mazda 3,2013,112930,Electric,Automatic,First,2000,142,13.4,5,2,1,2000
ID_04100,Volkswagen,Tiguan,2016,177097,Electric,Automatic,First,2000,168,11.3,5,9,0,2000
ID_04101,Geely,Emgrand,2022,171215,Electric,Manual,First,1200,93,20.5,5,4,0,2000
ID_04102,Opel,Corsa,2016,128028,Electric,Automatic,First,1000,87,19.4,5,2,0,2000
ID_04103,SsangYong,Korando,2014,141957,Diesel,Automatic,Second,2000,168,13.4,5,5,0,2000
ID_04104,Brilliance,V3,2017,80779,Electric,Automatic,Second,1000,101,21.4,5,4,0,2000
ID_04105,Opel,Grandland,2021,15584,Diesel,Manual,Third,1200,104,20.1,5,3,0,2746
ID_04106,Suzuki,Baleno,2010,19653,Petrol,Manual,First,1200,134,12.0,5,5,0,2353
ID_04107,Infiniti,QX80,2019,4225,Hybrid,Manual,Third,2000,181,10.3,5,5,1,9122
ID_04108,Changan,UNI-T,2013,172141,Diesel,Automatic,Third,1600,120,19.3,5,6,1,2000
ID_04109,NIO,ET5,2014,35304,Petrol,Manual,First,1000,84,16.7,5,2,0,2000
ID_04110,Great Wall,Wingle 5,2013,74095,Hybrid,Automatic,First,1000,103,15.2,5,6,0,2000
ID_04111,Cupra,Leon,2013,184766,Electric,Automatic,First,1000,83,20.8,5,8,0,2000
ID_04112,BAIC,BJ40,2018,50089,Electric,Manual,Second,1200,124,12.9,5,6,0,5233
ID_04113,Suzuki,S-Cross,2019,130076,Petrol,Manual,Second,1000,99,21.8,5,4,0,2000
ID_04114,Alfa Romeo,4C,2024,219171,Petrol,Automatic,First,2500,222,16.5,5,1,0,3866
ID_04115,Skoda,Fabia,2020,67645,Hybrid,Manual,Second,1000,120,12.4,5,1,0,2000
ID_04116,Skoda,Kamiq,2024,203041,Petrol,Automatic,First,1200,124,16.3,5,2,0,2000
ID_04117,Dodge,Charger,2012,6293,Petrol,Automatic,Third,1200,134,17.0,5,7,0,3983
ID_04118,Hyundai,Santa Fe,2015,32883,Hybrid,Manual,First,1200,123,19.4,5,8,0,2911
ID_04119,Polestar,Polestar 3,2024,157590,Petrol,Manual,First,2000,149,12.9,5,2,0,2000
ID_04120,Geely,Okavango,2014,16403,Hybrid,Automatic,First,1000,69,21.7,5,6,1,2794
ID_04121,Abarth,695,2022,2376,Petrol,Manual,Second,1200,107,17.4,5,2,0,3550
ID_04122,Mitsubishi,L200,2023,145844,Diesel,Automatic,First,2000,160,10.1,5,8,0,5237
ID_04123,Chevrolet,Silverado,2012,95139,Petrol,Manual,Third,1000,64,19.7,5,2,1,2000
ID_04124,Wuling,Hongguang Mini EV,2012,125769,Hybrid,Automatic,First,1000,98,17.5,5,2,1,2000
ID_04125,Ora,Good Cat,2013,145830,Hybrid,Automatic,First,1000,91,17.2,5,10,0,2000
ID_04126,Hummer,H3,2014,118052,Diesel,Manual,First,1200,92,18.5,5,7,0,2000
ID_04127,FAW,Bestune T77,2011,31703,Petrol,Manual,Second,1600,121,16.1,5,10,0,3537
ID_04128,Toyota,bZ4X,2020,138033,Diesel,Manual,Fourth & Above,1600,131,12.7,5,5,0,2367
ID_04129,Ford,Bronco,2023,161274,Petrol,Manual,First,1200,123,13.9,5,4,0,2418
ID_04130,Cupra,Leon,2021,131054,Electric,Manual,Second,2000,186,12.7,5,6,0,2721
ID_04131,Jeep,Wagoneer,2016,167126,Electric,Automatic,First,1200,92,19.0,5,10,0,7070
ID_04132,DS,DS7,2010,130955,Hybrid,Automatic,First,1000,73,11.6,5,3,1,2000
ID_04133,Seat,Tarraco,2011,75586,Electric,Manual,First,2000,147,11.1,5,10,0,2000
ID_04134,Rivian,R1S,2020,17766,Diesel,Automatic,First,1600,144,20.1,5,1,0,2000
ID_04135,Chevrolet,Cruze,2013,148416,Diesel,Automatic,First,1600,148,15.3,5,4,0,2000
ID_04136,Ford,Mustang,2017,127370,Hybrid,Automatic,First,1200,114,20.3,5,1,0,2000
ID_04137,Ford,Bronco,2012,20092,Electric,Automatic,Second,1600,148,11.6,5,3,1,2000
ID_04138,Dodge,Challenger,2014,213252,Petrol,Automatic,Second,1200,128,13.2,5,10,0,2000
ID_04139,Chevrolet,Silverado,2011,12497,Petrol,Automatic,First,1600,141,12.5,5,6,0,2194
ID_04140,JAC,SEI3,2015,139699,Diesel,Manual,First,1200,92,10.1,5,2,0,2000
ID_04141,Suzuki,Ertiga,2010,22830,Petrol,Automatic,Second,2000,134,11.6,5,2,0,2000
ID_04142,Vauxhall,Astra,2022,196648,Electric,Manual,First,1600,145,20.0,5,2,0,2000
ID_04143,Jeep,Renegade,2017,79680,Hybrid,Manual,First,2000,186,17.9,5,10,0,20423
ID_04144,Porsche,718,2012,134772,Hybrid,Manual,Second,2000,174,16.4,5,9,0,6631
ID_04145,Ram,1500,2013,161299,Diesel,Automatic,First,1200,96,21.7,5,8,0,2000
ID_04146,Opel,Mokka,2020,10181,Hybrid,Automatic,First,1600,114,17.8,5,4,1,2496
ID_04147,DS,DS3,2023,176673,Petrol,Automatic,Third,1200,113,11.6,5,7,1,5502
ID_04148,Jeep,Grand Cherokee,2011,175928,Electric,Automatic,Third,1200,125,15.0,5,5,0,2000
ID_04149,Jeep,Renegade,2017,32372,Hybrid,Automatic,First,2000,150,21.3,5,5,0,9941
ID_04150,DS,DS3,2020,93254,Diesel,Manual,First,1200,118,19.7,5,7,0,8041
ID_04151,Alfa Romeo,Giulia,2017,108571,Electric,Manual,Second,1200,105,10.7,5,3,1,3940
ID_04152,Subaru,WRX,2010,100088,Diesel,Manual,First,1200,93,10.9,5,6,0,2000
ID_04153,Rivian,R1S,2010,174011,Electric,Automatic,First,2000,137,14.9,5,10,0,2000
ID_04154,Hyundai,IONIQ 6,2018,103798,Petrol,Automatic,First,1000,90,20.1,5,4,0,2000
ID_04155,Honda,Ridgeline,2014,189014,Electric,Automatic,Second,1600,161,21.8,5,9,0,2000
ID_04156,Great Wall,Wingle 5,2022,194310,Hybrid,Automatic,First,1000,117,20.0,5,9,0,6074
ID_04157,BMW,Serie 5,2016,75124,Hybrid,Automatic,Second,2000,151,16.3,5,1,0,2000
ID_04158,DS,DS4,2019,83104,Diesel,Automatic,First,1000,80,17.2,5,6,1,2815
ID_04159,BYD,Han,2013,90536,Electric,Automatic,First,1000,102,15.6,5,3,0,2000
ID_04160,Haval,Jolion,2021,52800,Petrol,Automatic,First,1200,120,19.3,5,8,0,12084
ID_04161,JAC,SEI7,2017,100773,Diesel,Automatic,First,1600,134,14.5,5,5,0,2000
ID_04162,MG,HS,2020,132386,Hybrid,Automatic,Second,2000,133,12.8,5,6,0,2757
ID_04163,Tesla,Model X,2014,32001,Diesel,Manual,Third,4000,273,11.5,2,4,1,3260
ID_04164,Haval,H9,2017,188782,Petrol,Manual,Second,1000,90,13.7,5,6,0,2000
ID_04165,Jeep,Gladiator,2010,99228,Petrol,Automatic,First,4000,300,16.0,7,2,0,2000
ID_04166,Skoda,Octavia,2014,127885,Petrol,Manual,Third,1000,61,19.3,5,9,0,2075
ID_04167,Ford,Escape,2012,70560,Petrol,Manual,First,1600,102,21.6,5,5,0,2000
ID_04168,Hummer,H3,2021,148426,Diesel,Automatic,Second,2000,169,14.3,5,2,0,2000
ID_04169,Zotye,SR9,2021,76127,Electric,Manual,Third,2000,181,13.2,5,8,0,7427
ID_04170,JAC,T8,2017,203711,Electric,Automatic,First,2000,134,10.0,5,9,0,2000
ID_04171,Acura,NSX,2019,186819,Electric,Manual,Second,4000,328,11.3,2,6,0,6892
ID_04172,Acura,NSX,2022,1135,Diesel,Manual,First,1200,83,16.8,5,4,0,17314
ID_04173,Volvo,C40,2024,214857,Petrol,Manual,First,3000,212,11.6,7,10,0,37224
ID_04174,Lucid,Air,2022,44819,Hybrid,Manual,First,2000,190,18.9,5,1,0,2000
ID_04175,Rivian,R1S,2018,98819,Diesel,Manual,Second,1600,125,11.5,5,2,0,2000
ID_04176,Honda,Fit,2023,179417,Hybrid,Manual,First,1000,120,13.2,5,8,0,7656
ID_04177,Cadillac,Escalade,2010,195992,Hybrid,Automatic,First,1600,160,19.8,5,6,0,2000
ID_04178,Brilliance,V5,2021,26114,Diesel,Automatic,First,1000,107,19.4,5,8,0,8201
ID_04179,DS,DS3,2020,139538,Petrol,Automatic,First,2000,175,18.9,5,2,1,2000
ID_04180,BAIC,X35,2019,124028,Petrol,Automatic,First,2000,148,14.9,5,1,0,2000
ID_04181,Foton,Tunland,2013,136886,Petrol,Automatic,First,1600,148,21.6,5,8,0,2000
ID_04182,Opel,Astra,2013,187867,Electric,Automatic,Second,1600,149,16.4,5,8,0,2000
ID_04183,Jeep,Wrangler,2019,147257,Hybrid,Manual,Second,3000,207,17.1,7,1,0,2093
ID_04184,NIO,ES6,2016,33144,Electric,Manual,First,1200,126,13.1,5,3,0,2233
ID_04185,Cadillac,XT5,2018,210670,Electric,Manual,First,4000,288,20.1,2,6,0,6416
ID_04186,SsangYong,Rexton,2022,80634,Hybrid,Automatic,Fourth & Above,2000,146,20.0,5,6,0,9348
ID_04187,BYD,Yuan Plus,2020,83703,Diesel,Automatic,First,1600,141,20.9,5,6,0,7165
ID_04188,Volkswagen,Golf,2018,201382,Diesel,Manual,First,1600,136,21.1,5,1,0,2000
ID_04189,Subaru,Outback,2023,94611,Hybrid,Automatic,Third,1000,115,19.3,5,2,0,2720
ID_04190,Tesla,Model Y,2016,198356,Diesel,Manual,First,3000,245,18.7,7,5,0,3110
ID_04191,BYD,Han,2020,110762,Petrol,Automatic,First,1200,95,10.1,5,7,0,4071
ID_04192,GMC,Sierra,2017,130712,Diesel,Automatic,Second,1600,147,18.4,5,7,0,3506
ID_04193,Dongfeng,S30,2023,114124,Petrol,Manual,First,1000,117,17.7,5,1,0,2000
ID_04194,Infiniti,QX50,2019,174882,Petrol,Automatic,First,4000,307,11.6,2,8,0,11744
ID_04195,Saturn,Ion,2021,17772,Hybrid,Manual,First,2000,150,14.7,5,5,0,5384
ID_04196,Renault,Logan,2016,13014,Electric,Automatic,Third,1600,112,17.9,5,10,0,5912
ID_04197,Ford,Maverick,2024,188584,Petrol,Automatic,First,1600,150,16.7,5,7,1,7385
ID_04198,Jeep,Grand Cherokee,2018,79932,Electric,Manual,Second,2000,180,17.2,5,9,1,10445
ID_04199,Geely,Coolray,2021,95185,Petrol,Manual,First,1600,113,21.4,5,10,0,13440
ID_04200,XPeng,G3,2015,41779,Electric,Automatic,Second,2000,173,16.3,5,3,0,2004
ID_04201,Renault,Captur,2022,51086,Diesel,Manual,First,1200,101,10.3,5,7,0,11156
ID_04202,Foton,Sauvana,2023,30481,Hybrid,Manual,First,1000,85,16.4,5,1,0,2112
ID_04203,Nissan,March,2019,168070,Diesel,Manual,First,1600,123,17.8,5,8,1,2422
ID_04204,Ram,ProMaster,2022,186243,Petrol,Manual,Second,2000,167,12.6,5,1,0,2000
ID_04205,Dodge,Hornet,2018,136229,Petrol,Manual,Third,1600,107,15.0,5,1,0,2000
ID_04206,Peugeot,2008,2016,168388,Electric,Manual,First,1200,95,16.8,5,5,0,2000
ID_04207,Vauxhall,Astra,2014,211771,Hybrid,Manual,Fourth & Above,1000,119,20.0,5,8,1,2000
ID_04208,Geely,Coolray,2012,203368,Hybrid,Manual,Third,1200,101,18.2,5,4,0,2000
ID_04209,Geely,Okavango,2014,144080,Electric,Automatic,First,1600,150,20.6,5,7,0,2000
ID_04210,Dodge,Journey,2013,173827,Diesel,Manual,First,2000,182,20.9,5,10,0,2000
ID_04211,Ford,Explorer,2017,39507,Diesel,Manual,First,1200,113,13.9,5,7,0,4468
ID_04212,BAIC,X25,2019,214662,Electric,Automatic,First,1000,89,15.0,5,8,0,2000
ID_04213,Suzuki,Baleno,2014,112047,Diesel,Manual,First,1200,116,12.2,5,1,0,2000
ID_04214,Wuling,Hongguang Mini EV,2019,6592,Petrol,Automatic,Third,2000,143,16.0,5,1,0,2000
ID_04215,Tesla,Model X,2015,146533,Hybrid,Automatic,First,3000,206,20.7,2,9,0,7934
ID_04216,Jeep,Wagoneer,2011,38547,Electric,Manual,Third,4000,277,12.1,5,2,0,2000
ID_04217,Alfa Romeo,Giulia,2021,198294,Hybrid,Manual,First,2500,173,16.4,5,9,0,15023
ID_04218,Abarth,695,2024,175310,Electric,Manual,First,1600,144,18.1,5,7,0,10419
ID_04219,Mercedes-Benz,GLE,2015,99666,Hybrid,Manual,First,2000,188,16.0,5,1,0,2000
ID_04220,Nissan,Altima,2017,38469,Diesel,Automatic,First,1000,83,15.9,5,4,1,2000
ID_04221,Wuling,Hongguang Mini EV,2019,193981,Hybrid,Automatic,First,1600,150,19.7,5,6,0,2000
ID_04222,Peugeot,2008,2011,44238,Electric,Manual,First,1600,156,20.5,5,9,0,3492
ID_04223,Vauxhall,Corsa,2010,139572,Hybrid,Manual,First,1600,138,17.5,5,8,0,2000
ID_04224,Ford,Explorer,2022,85098,Diesel,Automatic,First,1600,160,14.6,5,8,0,7881
ID_04225,Cupra,Leon,2014,195784,Diesel,Manual,First,1600,104,13.1,5,2,0,2000
ID_04226,Zotye,SR9,2019,191895,Electric,Automatic,First,1200,86,19.5,5,2,0,2000
ID_04227,NIO,ES8,2014,160774,Electric,Automatic,First,2000,155,19.7,5,9,0,2000
ID_04228,BAIC,X25,2021,160461,Electric,Automatic,First,1200,78,21.6,5,5,0,2101
ID_04229,Genesis,G90,2015,168518,Hybrid,Automatic,Third,1200,130,21.8,5,8,0,4687
ID_04230,XPeng,G9,2018,137987,Hybrid,Manual,First,1600,148,17.1,5,1,1,2000
